date,close1,close2,normalizedLogClose1,normalizedLogClose2,alpha,beta,spread
2017-03-20,72.615,98.105,1.024181548109915,2.3636483327763496,0.7923410865627014,-2.6020852139652106e-15,-0.8486341401342129
2017-03-21,72.05,97.02,0.8811322051904991,1.9609213758289121,0.7745535318384769,-0.022889541690997457,-0.6148168304243525
2017-03-22,72.57,97.675,1.012829101675435,2.204577618191986,0.7750314429498956,-0.04421687419521997,-0.651570996651724
2017-03-23,72.885,97.895,1.0921488377876998,2.28604992827158,0.7582257923425111,-0.05702947337139933,-0.5841637070391602
2017-03-24,73.28,97.865,1.191130204141597,2.274950855367344,0.7564411066874116,-0.0797065084634955,-0.45002963008845487
2017-03-27,73.785,97.365,1.3169017620440284,2.0894637166756236,0.7497023065506685,-0.09261566141932054,-0.1569583443822986
2017-03-28,74.615,98.455,1.5217571554996339,2.492610630441383,0.7642785981675835,-0.11363873394089172,-0.2696530689708312
2017-03-29,75.385,98.44,1.7097762529063476,2.487093084290073,0.776429857193656,-0.13822456225027852,-0.08305251310604461
2017-03-30,75.935,97.885,1.8429035001719127,2.2823506152729505,0.7847588287803093,-0.1523110875744641,0.20411979203875774
2017-03-31,75.515,98.16,1.7413301425718368,2.3839442762435485,0.8041081039708944,-0.16978965925972667,-0.005829110110902369
2017-04-03,74.345,98.25,1.4553685939602103,2.417131303077107,0.8139422264560933,-0.1836540928205428,-0.32838254768254527
2017-04-04,74.28,98.44,1.439350154679685,2.487093084290073,0.817889459932398,-0.20120284629792232,-0.3936142185340026
2017-04-05,74.445,97.355,1.4799850202579414,2.085744265674811,0.8154773657633008,-0.21190233712183162,-0.00898988204863202
2017-04-06,74.885,97.285,1.587905918367971,2.059697406312636,0.8206732465676192,-0.2197058514021093,0.11727321238458455
2017-04-07,75.385,97.485,1.7097762529063476,2.134067355770668,0.8199409687697569,-0.21514071709423427,0.175107714890067
2017-04-10,75.115,97.365,1.6440670176478234,2.0894637166756236,0.8347554509146501,-0.23216925137413408,0.13204504203859663
2017-04-11,75.485,97.055,1.7340532997263718,1.973982719491528,0.8372895856654576,-0.23214424752895166,0.3134023739414886
2017-04-12,74.555,97.345,1.5070249263052435,2.08202443260406,0.8363475113787564,-0.22112905371538688,-0.013141972817542202
2017-04-13,74.72,96.175,1.5475100736165066,1.6441448450748375,0.8260004842206936,-0.2033347401814793,0.39278037563721296
2017-04-17,75.525,96.79,1.7437551144486287,1.8749722902327095,0.803870119458276,-0.15369285886146286,0.3902137743797661
2017-04-18,75.085,97.01,1.6367514166503492,1.9571886978982809,0.7802206352546731,-0.09961115803812881,0.20932356550101472
2017-04-19,75.575,97.04,1.7558751596208488,1.9683855776304713,0.7573597200304731,-0.05478285085938439,0.31988206049399825
2017-04-20,76.575,97.145,1.9966066915250367,2.0075474154278035,0.7210430125386513,0.02284651467739742,0.5262321406133924
2017-04-21,77.03,96.99,2.1051007603767284,1.9497221875806778,0.7001585726967883,0.08105971641234111,0.6589263399526403
2017-04-24,77.205,101.365,2.1466586973298782,3.5474203957242936,0.6663229231865175,0.15940899326914945,-0.37647782378975536
2017-04-25,76.795,102.105,2.049145623942596,3.8108245691701237,0.6106166729943592,0.2515169369630358,-0.5293243328122627
2017-04-26,77.545,100.265,2.227131224612624,3.152298364278094,0.5342675219494417,0.38225152976512755,0.16070905931936064
2017-04-27,77.135,100.725,2.130046837553083,3.3180559994260923,0.4960074436481981,0.4675031797054524,0.01676318369072749
2017-04-28,76.995,100.185,2.096777844271293,3.123393339116922,0.4550232527546667,0.5549746135639771,0.1205866339100744
2017-05-01,77.295,100.945,2.1679946852812253,3.397063979204071,0.4172801188495704,0.6445696299590682,0.1058977943402879
2017-05-02,77.245,101.385,2.1561444275966175,3.554564676864505,0.3713432600411355,0.7536636775506698,0.08251711491201719
2017-05-03,77.755,100.915,2.276658767912747,3.3863003087853816,0.32836380217889816,0.8574974613480505,0.3072228618523517
2017-05-04,80.28,102.35,2.8619118964069017,3.897612225134011,0.3229706407081948,0.8820143455814955,0.7210832332417818
2017-05-05,80.45,103.89,2.900651111869719,4.438422949182588,0.33318745537439304,0.8861336654413824,0.5356905981148813
2017-05-08,80.895,103.325,3.001670395272541,4.240945396598161,0.35559289024679264,0.8535077322569327,0.640112632060438
2017-05-09,80.605,103.685,2.935900883094904,4.366896221296477,0.382614300259778,0.8090693237345296,0.45599461734195434
2017-05-10,81.08,103.405,3.043503742107217,4.268972350959644,0.4018224525659027,0.7756963072976593,0.5524384948109258
2017-05-11,80.78,102.115,2.975617636000337,3.8143709970362574,0.4362846567177829,0.7000786970259179,0.6113873979381883
2017-05-12,80.625,103.36,2.940444302478572,4.253209858305939,0.4648263979129396,0.6392713843456997,0.324168700128718
2017-05-15,81.445,103.525,3.1257605974479556,4.310972152598466,0.49023935022879994,0.5770826615832706,0.4352697489203622
2017-05-16,81.045,104.685,3.035596650967733,4.7144784349603714,0.5184681466886762,0.5063286857366135,0.08496106845348506
