date,close1,close2,normalizedLogClose1,normalizedLogClose2,alpha,beta,spread
2016-03-18,38.315,35.755,1.0782236292240006,0.20850231843720896,0.5322704598839332,-1.0581813203458523e-14,0.9672440043025716
2016-03-21,38.565,35.38,1.1304122985403668,0.08435613905234061,0.5103566691158475,0.007430062854396959,1.079930517539744
2016-03-22,38.55,35.23,1.1272905317204844,0.03432883443712186,0.4889832151993624,0.017797817700518418,1.0927064901828556
2016-03-23,38.085,34.56,1.029908421820978,-0.19175856097334057,0.47328993454509133,0.03079073300438384,1.0898750855881274
2016-03-24,37.485,34.855,0.902482139449659,-0.09167731438506528,0.46658596291268223,0.04888596793379339,0.89637151952547
2016-03-28,38.055,34.975,1.0235849372468586,-0.051208448369671075,0.46316994949697987,0.06281678454393358,0.9844863671481243
2016-03-29,38.405,36.045,1.0970506747695339,0.3036191377006018,0.460001292117175,0.07718968831699237,0.8801957907987622
2016-03-30,39.125,36.475,1.2460976808212207,0.443255058572229,0.4563914747896823,0.08419112017305684,0.9596087307583973
2016-03-31,38.755,36.905,1.1698499176716772,0.5812544346441382,0.4720344316369902,0.09952207861197232,0.7959557323659789
2016-04-01,38.9,36.895,1.1998171849723562,0.5780634475739264,0.4854298984599849,0.11032334015361883,0.8088845641594975
2016-04-04,38.245,36.125,1.063549771800348,0.32972360668175693,0.5153089280731418,0.13717042608443328,0.7564698273963283
2016-04-05,37.145,35.585,0.8293654467187233,0.15238485373891308,0.5450341577096328,0.16894484010701782,0.5773656562064113
2016-04-06,37.465,35.655,0.8981995501502508,0.1755244444311004,0.580373995413348,0.20690360532619223,0.5894261217168726
2016-04-07,36.715,35.215,0.7359299028915082,0.029314393783428098,0.6118824946125904,0.24165587388866472,0.47633706460658365
2016-04-08,37.885,35.765,0.9876574277559884,0.21179503160660626,0.6559215699050764,0.27913145713152315,0.5696050409949649
2016-04-11,38.215,35.815,1.0572527522441706,0.22824479988282195,0.7062261446183591,0.32793876989808357,0.5681215372956527
2016-04-12,38.525,36.045,1.1220848867054238,0.3036191377006018,0.7678869105813315,0.37943011648717817,0.5095096085759626
2016-04-13,39.455,37.455,1.3134965371607659,0.7554401882861268,0.8317778609240261,0.437045509356384,0.24809260393570387
2016-04-14,39.455,37.635,1.3134965371607659,0.8118913178288804,0.9035605357236238,0.4999840038613633,0.07991957921258042
2016-04-15,39.725,37.805,1.3682230793483765,0.8649589096937272,1.0358229842112903,0.5797709278732439,-0.10749216758396785
2016-04-18,39.975,37.985,1.4185651610792465,0.920888651982666,1.1156435677057985,0.6372654626591759,-0.2460838027376545
2016-04-19,40.475,37.925,1.51831164749036,0.9022749072811223,1.1776410850098198,0.6956518659085728,-0.2398962192058881
2016-04-20,40.495,38.105,1.5222758325823684,0.9580280983614995,1.1868355576721938,0.7322170243385253,-0.3469630041406586
2016-04-21,40.585,35.775,1.5400904707781033,0.2150868242523182,1.1841913205466645,0.7604793020826361,0.5249072182519261
2016-04-22,41.435,36.65,1.706417475920104,0.4996129066897669,1.1650671118299964,0.7924454373568927,0.33188947233317523
2016-04-25,40.595,36.09,1.542067435929592,0.3183100219731816,1.1143691949176864,0.8208779601018343,0.36647459290727236
2016-04-26,41.155,36.8,1.6520072802321066,0.5477058621138932,1.0691062012877888,0.844749931175977,0.2217016153884921
2016-04-27,42.185,34.2,1.8503671894740745,-0.3150554175880457,1.0228379203338873,0.8605737250115699,1.3120440925781858
2016-04-28,41.175,36.85,1.6559059813943287,0.5636932945999472,0.9375088069724329,0.8945081177614733,0.23293043551409864
2016-04-29,40.015,36.065,1.4265906664455954,0.3101506825731338,0.8790624611264438,0.9115078388221993,0.24244100528061074
2016-05-02,40.375,36.235,1.4984612934982346,0.3655230163445868,0.8192940511231612,0.929520341816199,0.26947011884232164
2016-05-03,39.485,36.025,1.319595727859237,0.297083967716251,0.7831619976935168,0.9442964341482768,0.1426344200715849
2016-05-04,39.585,35.24,1.3398929475067074,0.0376706088932282,0.742014022661232,0.9636854151629295,0.34825541230281565
2016-05-05,39.945,35.495,1.4125407602637754,0.12256697625283405,0.6840548048164926,0.9900773731651177,0.33862085808107756
2016-05-06,40.745,35.635,1.5716636147066447,0.16891777167141295,0.6514463298357223,1.007454693499978,0.45416805880729627
2016-05-09,40.005,36.085,1.4245850424638231,0.31667860635338596,0.6129048928127395,1.0270500923939716,0.20344108278674167
2016-05-10,40.405,37.355,1.5044215573344972,0.7239611100073928,0.5846067750722652,1.0398056121412094,0.04138337539412862
2016-05-11,40.245,36.26,1.4725822039333016,0.37364408861425624,0.5547777703907867,1.0506528215619637,0.21463994797022323
2016-05-12,36.835,36.135,0.7621145673522891,0.3329825998431774,0.5321947445829948,1.064049620093401,-0.4791466424152333
2016-05-13,36.605,35.965,0.7118520025018094,0.2774566667965188,0.5001214998066021,1.065079816498085,-0.49198985832589137
2016-05-16,37.315,36.955,0.8660070697876777,0.597196411378105,0.4814221906919713,1.0657706030328773,-0.4872671378842306
2016-05-17,38.005,36.12,1.0130347102350075,0.32809377178164567,0.4535655120191216,1.0633490641938466,-0.19912637354726603
2016-05-18,37.795,36.34,0.9685716593549744,0.3995939442238525,0.44860849079635573,1.0623561783677251,-0.2730457552623764
2016-05-19,36.625,36.605,0.7162351797290766,0.48514663226711796,0.43885664759079174,1.0634151183101377,-0.5600897632077712
2016-05-20,37.275,37.235,0.8574005517251683,0.6860747905256533,0.4144980990155776,1.0615622481352192,-0.48853839286544476
2016-05-23,36.985,36.815,0.7947256993766159,0.5525043715399605,0.3523130586730763,1.0762923994997535,-0.47622120519062694
2016-05-24,38.375,37.725,1.090779899632,0.8400157154762918,0.3140176176738313,1.083135775372466,-0.25613560952291015
2016-05-25,38.995,37.575,1.2193904058811806,0.7931043298512597,0.25114003422556375,1.1032472725198281,-0.08303711518193557
2016-05-26,38.65,37.345,1.1480794073614295,0.72080856856499,0.2320824746437674,1.1107771582729977,-0.12998478724856277
2016-05-27,38.835,37.625,1.1863974198815133,0.8087622340429828,0.21658123392681022,1.1150738744799082,-0.1038391772008278
2016-05-31,39.085,37.675,1.2378895210370808,0.8243993441991221,0.17124781105679088,1.1360195610668025,-0.039306623160475285
2016-06-01,38.815,38.505,1.1822637422579454,1.0809869728443426,0.14860799699178034,1.1471662759737105,-0.12554584252437095
2016-06-02,38.895,39.2,1.198785691750385,1.2916211422630195,0.12899854340811612,1.1540555711825715,-0.12188712541924329
2016-06-03,38.295,37.465,1.07403383588548,0.7585834723990366,0.10749583154256576,1.1631560272581598,-0.17066675253266128
2016-06-06,39.58,37.545,1.338879304922233,0.7836995831715312,0.09604865169516474,1.1658673257135717,0.09773869091097298
2016-06-07,39.99,38.215,1.421575666276552,0.991969988842354,0.09823593558057458,1.1675291166738642,0.1565994496809071
2016-06-08,39.835,38.25,1.3904125144533497,1.002749195181922,0.09779036635136518,1.173043486431085,0.1193098168668878
