date,close1,close2,normalizedLogClose1,normalizedLogClose2,alpha,beta,spread
2016-03-18,53.295,51.45,1.9792032003022224,-0.2818504143705369,-0.11061889943054988,-6.741135427645872e-15,1.948025217660516
2016-03-21,53.4075,51.42,2.01665092115284,-0.29881031987569534,-0.1403525606130413,0.0196567764697249,1.9550553511509594
2016-03-22,53.53,51.04,2.0573377230204546,-0.5144964097599314,-0.1697831832847997,0.04366534224327813,1.9263195425395345
2016-03-23,52.245,50.695,1.6258298119162464,-0.7117120125953889,-0.19823318279882088,0.07232602043208135,1.4124188539912268
2016-03-24,52.15,50.53,1.593508325224104,-0.8065074520895045,-0.21407626454183645,0.09917693503861139,1.3216772875170175
2016-03-28,51.8675,50.96,1.497045403782775,-0.5601085872134877,-0.22680859073480236,0.1296149044863473,1.2403930599720754
2016-03-29,52.1725,51.905,1.6011687321649528,-0.02583058020335742,-0.22252501004965447,0.16471799669759768,1.4307027853480148
2016-03-30,51.92,51.88,1.5150118255965592,-0.03983923161092784,-0.1922711872857082,0.21211206016742024,1.2952398290667555
2016-03-31,51.91,51.445,1.51159105106911,-0.2846763784297353,-0.1657878414506755,0.26780864624400447,1.1965865225332442
2016-04-01,51.7625,51.33,1.4610579390899034,-0.3497494695410571,-0.1675327558808663,0.3161895070103973,1.0862739395794219
2016-04-04,50.8125,50.625,1.132098918707602,-0.7518905227680814,-0.16549953861577243,0.3817276449928477,0.625933739107065
2016-04-05,50.285,51.185,0.9467742249043272,-0.4320062631911581,-0.2178021890463202,0.4277408748885713,0.42494144021100083
2016-04-06,50.89,51.47,1.1591645063084546,-0.2705493037874511,-0.26605168289617387,0.47685588484066516,0.6103285238887497
2016-04-07,50.6225,51.46,1.0655695231725275,-0.27619931005496257,-0.3654081689054174,0.5242755450598304,0.4403684939725736
2016-04-08,50.785,51.875,1.1224850765993608,-0.04264177194022898,-0.34737551347090273,0.5804496429455167,0.5272227262307979
2016-04-11,51.4625,51.625,1.3578329398875268,-0.18311430196578876,-0.3442689629120296,0.6404039580348879,0.6543884110205167
2016-04-12,52.6975,51.795,1.7789798719399292,-0.08751919134580757,-0.3207781847906861,0.6854169228432776,1.0654887017623949
2016-04-13,53.385,52.81,2.009167691501705,0.47679130689070404,-0.29824050341950636,0.7451015409996341,1.4062646298951988
