date,close1,close2,normalizedLogClose1,normalizedLogClose2,alpha,beta,spread
2016-03-18,53.295,35.695,1.9792032003022224,1.2257903053341324,0.6926085592676585,-8.052586375484339e-15,1.1302103429604937
2016-03-21,53.4075,35.71,2.01665092115284,1.2300323892358573,0.7152238111893932,0.010779085908952529,1.1261233819282226
2016-03-22,53.53,35.715,2.0573377230204546,1.2314460212369869,0.738863971547943,0.028193299800381613,1.1192733252220004
2016-03-23,52.245,33.62,1.6258298119162464,0.6210940667412519,0.7630687176065634,0.051997509561796745,1.0998948493331573
2016-03-24,52.15,34.57,1.593508325224104,0.9024445249319993,0.7746162213676168,0.07985897985894286,0.8146011774684419
2016-03-28,51.8675,35.6,1.497045403782775,1.1988823064534688,0.7886852507031904,0.10760647547521679,0.44389813587868493
2016-03-29,52.1725,36.52,1.6011687321649528,1.456497978815538,0.7995721382263428,0.13318168932301616,0.30341183959805035
2016-03-30,51.92,37.17,1.5150118255965592,1.6346261774242714,0.8096045529841507,0.16008939282614157,0.03152163710064945
2016-03-31,51.91,36.7,1.51159105106911,1.5061412358626691,0.8003978730883772,0.17915360675287417,0.12692520256105555
2016-04-01,51.7625,37.465,1.4610579390899034,1.7144437199737916,0.7961413283100411,0.20211302885680718,-0.10599459029964645
2016-04-04,50.8125,38.245,1.132098918707602,1.9224964096440362,0.7740364583202357,0.2392136135816924,-0.5951970069283292
2016-04-05,50.285,37.37,0.9467742249043272,1.6888085803289785,0.7402463467029025,0.2699355074948381,-0.5732956644595525
2016-04-06,50.89,38.685,1.1591645063084546,2.037995427627685,0.6973016693031542,0.3029420107631067,-0.5648751181716323
2016-04-07,50.6225,39.565,1.0655695231725275,2.2651038537975086,0.657799404990448,0.3430492556850757,-0.76746369978212
2016-04-08,50.785,39.815,1.1224850765993608,2.3287023668650337,0.6098810315792699,0.38071321583137463,-0.678459540976748
2016-04-11,51.4625,36.825,1.3578329398875268,1.5404726750989874,0.5554411853167089,0.42521498890512355,0.0769759823774202
2016-04-12,52.6975,36.705,1.7789798719399292,1.5075167370638365,0.538966176478443,0.4524317989165756,0.5140475412707993
2016-04-13,53.385,38.535,2.009167691501705,1.9987690125105653,0.5205658473143395,0.4936237171190806,0.4750530897994162
2016-04-14,53.315,38.03,1.9858663467660278,1.8655752150735339,0.512473589809512,0.5207542916456047,0.509054027592037
2016-04-15,53.27,38.765,1.970870750046445,2.0588540360562746,0.5152506956963397,0.5332434317915895,0.37680134383964314
2016-04-18,53.8075,39.88,2.1491624786833525,2.345172571303933,0.5099794471572627,0.5566757770588955,0.396496890222501
2016-04-19,54.8725,40.265,2.497228142144064,2.4421798337503913,0.4984293536561169,0.5890362772575657,0.6909377488382875
2016-04-20,54.7325,41.025,2.451860604554711,2.6309814617580867,0.504236267504875,0.6043777399120924,0.5208465924912009
2016-04-21,53.835,41.01,2.1582364255072184,2.6272890621734852,0.5127182981149929,0.6107551750638461,0.20042207382964705
2016-04-22,54.3775,41.185,2.336299247810466,2.670283266599381,0.5224060089397116,0.6016814351907871,0.3396457885770001
2016-04-25,53.925,42.22,2.187900604293734,2.920886787900902,0.5393657799075187,0.5851841490587555,0.027290074857241553
2016-04-26,53.8275,41.92,2.1557621725036564,2.8488860082145897,0.5496616921456693,0.5701353546289922,0.01970331386931168
2016-04-27,53.8875,41.62,2.1755465509925136,2.7763681009498815,0.5391761524375802,0.587330030248435,0.0912650503234902
2016-04-28,53.2825,41.55,1.975037463869634,2.759372048875857,0.523105607021684,0.6162343894435781,-0.08463991619981714
2016-04-29,53.0375,41.03,1.8931911381944744,2.6322119616135597,0.5267474674172332,0.6075945046279664,-0.10091435091878209
2016-05-02,52.8675,41.735,1.8361773192664892,2.8042282266805385,0.5223187441944466,0.6127281671370322,-0.24125181366494175
2016-05-03,52.27,40.345,1.634325698268936,2.4622207614098834,0.519514035492351,0.6098954716529446,-0.25472801741710627
2016-05-04,51.27,40.145,1.291279472384478,2.412043659501809,0.5251868373713642,0.5914796237558213,-0.5669737325067499
2016-05-05,51.18,40.75,1.2600777936623841,2.5630719840752922,0.5151530987439976,0.5959634499975792,-0.6562601312355081
2016-05-06,51.6,40.83,1.4052188891538153,2.582874621561123,0.5125416744585847,0.5830865218415354,-0.5016985161392412
2016-05-09,50.9375,40.32,1.175732726664274,2.4559622435428747,0.48955585732856366,0.6151384432722456,-0.6417364183121862
2016-05-10,53.2225,40.775,1.9550283156234023,2.569264481387811,0.4375148173452811,0.7133346691161057,0.11760236622119014
2016-05-11,53.3275,40.385,1.9900295441276927,2.4722263279926437,0.41843026606725053,0.7658174560469186,0.18975776788035037
2016-05-12,53.385,39.585,2.009167691501705,2.270206502826674,0.4004164788085029,0.8135544866583334,0.28658511081334914
