date,close1,close2,normalizedLogClose1,normalizedLogClose2,alpha,beta,spread
2018-03-20,121.675,10.085,-0.45870795946173337,-1.112506141683166,-0.5418869266740095,-1.227316859253591e-14,-1.0615604934843723
2018-03-21,122.545,10.06,-0.3394358236921318,-1.1451496907827825,-0.49342238274217864,-0.037343947621836016,-0.8671343650928054
2018-03-22,118.155,9.935,-0.9501467990981427,-1.309593933357807,-0.43727893252304206,-0.07851648390061333,-1.4442881524148832
2018-03-23,113.785,10.005,-1.5810406795161425,-1.2172519750208595,-0.3694511002387323,-0.13289180531626976,-1.8978639556390993
2018-03-26,116.28,9.94,-1.2179323967269262,-1.3029765348884266,-0.28833874719739505,-0.20120364109704772,-1.3924273773272102
2018-03-27,114.88,9.855,-1.420709910165823,-1.4159276438955009,-0.2129217091864396,-0.2636955482221164,-1.458496095966265
2018-03-28,114.485,9.825,-1.4783692294472028,-1.4560254773342483,-0.15238953836689306,-0.3084603529635929,-1.3917919268250112
2018-03-29,118.315,9.79,-0.92749289118408,-1.5029613182577344,-0.07983448915778027,-0.3664317481383151,-0.6810492921127751
2018-04-02,96.795,9.485,-4.2882411502935485,-1.9192226930075311,-0.023678812882719637,-0.4157145687071506,-3.9179714966143924
2018-04-03,97.97,9.62,-4.086250459894482,-1.7333488126826653,0.14087307895526677,-0.5198925448151996,-3.3221757309332194
2018-04-04,99.625,9.305,-3.8058160273899038,-2.17121275930856,0.2707449571681726,-0.6148272388624149,-2.603143883005503
2018-04-05,97.865,9.215,-4.104201853176082,-2.2990417489723325,0.3957585608289486,-0.6960153588975102,-2.4983210404196132
2018-04-06,95.305,9.15,-4.547938038807609,-2.392141527513339,0.49966106870750343,-0.7779746310659079,-2.574703415604786
2018-04-09,96.45,9.075,-4.348014889427594,-2.500389703851372,0.601875088695251,-0.8542522213219286,-1.9888403933274281
2018-04-10,101.455,9.255,-3.5011013756690774,-2.242075426320606,0.6776114554737837,-0.9136491871960388,-1.0681961955619286
2018-04-11,103.15,9.285,-3.2237294327611967,-2.199512026128845,0.7450422939688971,-0.8998698635295079,-0.6851300836724772
2018-04-12,104.045,9.21,-3.0791036911681458,-2.3061799196661164,0.8064533489381508,-0.871308785462579,-0.3479683862369116
2018-04-13,103.185,9.175,-3.218050139701944,-2.3562558867493992,0.8610237087825607,-0.8329264622611934,-0.35633149499104144
2018-04-16,103.45,9.32,-3.1751121842852177,-2.150028197659145,0.9311658807675194,-0.77689424786788,-0.39618503606905797
2018-04-17,103.85,9.405,-3.1105080425173974,-2.0306226532951794,1.0029463196823882,-0.7143016365691763,-0.3596008891621345
