AYR-CLS-3,-1256.247800000001
AMN-EGHT-3,-3533.708200000001
IBM-LDOS-3,-739.810000000025
QTM-RENN-3,-1458.4443999999949
PKE-RHI-3,-2347.9064000000044
EPAM-TYL-3,-1430.5250000000015
MXL-QTWO-3,1532.5786000000026
AAN-DOV-3,-413.5525000000198
LDOS-MODN-3,-3153.3599999999988
ECOM-HIVE-3,9070.621199999998
PRO-SNX-3,281.56159999998636
MODN-SAIC-3,-2732.175800000001
ATEN-TBI-3,34.693999999997686
LXFT-RNG-3,2354.1849999999977
CTS-TYL-3,933.7169999999969
ASGN-GWRE-3,1153.6100000000006
INXN-SXI-3,1302.7249999999876
AYR-GLOB-3,2819.121799999997
RENN-WIT-3,-4495.292200000001
FDS-URI-3,1172.7699999999822
HHS-MODN-3,822.7329999999947
MODN-NSP-3,1195.7915999999914
EGHT-ZEN-3,2377.0793999999933
ATHM-MIXT-3,164.3109999999997
EPAM-RXN-3,-955.082800000002
SSTK-WIT-3,-1674.1401999999907
DDD-TLRA-3,-6510.034800000005
MAN-RUBI-3,8707.663000000004
LXFT-PRO-3,1355.0615999999955
EVTC-LXFT-3,-2931.6853999999994
AYR-ZEN-3,1996.528999999995
RUBI-TRTN-3,-4137.908400000001
RNG-SOL-3,-4882.848000000002
CRM-JKS-3,-3075.8268000000025
GHM-RHI-3,1441.6797999999944
KFY-NEWR-3,-265.575000000008
DDD-HIVE-3,-1425.7171999999937
ETN-IPG-3,-761.5376000000033
AMBR-BITA-3,-1970.0647999999974
MIXT-NEWR-3,-280.95239999999103
AMBR-STM-3,674.5254000000059
PRO-SAP-3,-1318.5716000000066
PKE-SPXC-3,542.3351999999959
RST-WK-3,511.3054000000029
QTM-VEEV-3,5360.812799999996
INXN-TNC-3,-1313.4450000000106
HUBS-NOK-3,-2446.648399999999
CMCM-PKE-3,6271.666199999998
AL-HIVE-3,1625.4077999999954
ECOM-HHS-3,6816.843400000002
INXN-WIT-3,-1379.7705999999907
CLS-RHI-3,-877.3841999999968
GLOB-INXN-3,-2459.545000000002
JBT-SMI-3,-5082.258600000002
AUO-SAIC-3,-2669.5890000000036
LXFT-NSP-3,3056.1712000000043
ASGN-RST-3,6188.607000000004
AMN-MXL-3,581.6220000000012
SSTK-TDC-3,-2393.875000000019
FDS-GHM-3,-487.2610000000004
GHM-PANW-3,-25.12300000000505
MXL-VMW-3,838.4500000000025
CACI-HIVE-3,-306.8683999999939
GLOB-PRO-3,-2309.3871999999938
PAYC-STM-3,-1116.4140000000007
CMCM-PRO-3,3226.2926000000025
RNG-TDC-3,39.98999999998159
AAN-EPAM-3,-534.2400000000125
CTS-JNPR-3,1493.001200000006
TYL-XRX-3,-1193.8738000000048
MXL-OMC-3,-3144.7208000000046
GLOB-NSP-3,-916.54000000001
DQ-SPA-3,3716.723400000008
JBT-KAI-3,-1905.9100000000099
AER-FDS-3,2958.514999999992
AMBR-ANET-3,-815.3670000000038
NEWR-SXI-3,2076.419999999991
IPHI-PRO-3,1728.3786000000036
ETN-FDS-3,1914.41999999998
CACI-PKE-3,261.5406000000039
GWRE-RHI-3,-418.36500000000524
NSP-XRX-3,2520.4745999999977
RNG-RST-3,338.67039999999906
IBM-NOK-3,636.7912000000015
AAN-CRM-3,-508.8000000000102
SRT-SXI-3,301.4180000000015
CW-DDD-3,167.82520000000477
CLS-CTS-3,-1207.623999999998
ORCL-TDC-3,-890.7150000000074
CTS-WIT-3,1876.541000000003
FDS-SMI-3,-3470.895199999998
DQ-ZEN-3,2065.7399999999907
JBL-RHT-3,-4094.6763999999957
ETN-GLOB-3,1363.9349999999886
AAN-KFY-3,-1981.3050000000085
CTS-SQNS-3,-911.2094500000003
CRM-IPHI-3,-1180.3090000000047
EPAM-UMC-3,-986.4883999999984
SAIC-TRTN-3,2501.487399999998
ELLI-IPG-3,1988.0728000000072
DATA-MODN-3,-2771.6903999999977
CSLT-MIXT-3,-373.00240000000304
HUBS-JNPR-3,-278.8253999999997
AAN-INFY-3,-645.6050999999934
GLOB-HIVE-3,-2109.004
GLOB-IPHI-3,-1373.5759999999955
QTWO-WIT-3,2770.505799999999
IBM-ITW-3,-426.8950000000077
CMCM-ETN-3,-2817.256599999998
INFY-SSTK-3,2243.865100000001
AAN-SXI-3,-729.6050000000105
CTS-PNR-3,-521.5203999999903
RUBI-WK-3,-2573.3594000000003
GLOB-SNX-3,-26.695000000021537
HIVE-KFY-3,-1063.3081999999977
ITW-PNR-3,700.1249999998909
ATEN-TGH-3,-2828.510799999991
AMN-TGH-3,-928.6000000000149
GHM-JBT-3,4046.650399999997
SXI-WIT-3,-1261.9987999999921
AER-CW-3,-325.2150000000165
SPXC-URI-3,-36.50740000000951
CSLT-SRT-3,454.56920000000173
SRT-SSTK-3,-1282.9132000000045
LEAF-PANW-3,-2302.6701999999977
DATA-JNPR-3,-587.7702000000027
ANET-UMC-3,1008.3487999999979
CLGX-NSP-3,7051.677199999984
SMI-SQNS-3,4064.927400000004
ANET-ETN-3,3.0099999999929423
CSLT-HIVE-3,6488.0882000000165
JNPR-PAYC-3,-633.065000000006
KAI-QTWO-3,901.5049999999974
ASGN-VMW-3,1699.0149999999921
MAN-SQNS-3,-1795.497999999996
CAI-ORCL-3,1400.9976000000006
GHM-NOK-3,-763.3837999999942
TWTR-XRX-3,-635.5244000000075
AMN-NOK-3,-3207.1209999999983
DQ-HPQ-3,4135.861199999996
TGH-TWTR-3,2703.1432000000023
CMCM-PAYC-3,4558.570799999996
AMN-MODN-3,-2824.040600000003
CRM-MX-3,-288.77380000001176
CTS-NOK-3,-70.69339999999465
ECOM-NEWR-3,4543.617799999998
MAN-MSI-3,899.7699999999932
ETN-STM-3,-398.29939999999806
NSP-VEEV-3,1127.545
DOV-PKE-3,-1364.2362000000012
NOK-SFUN-3,4809.1268
